,tweet_text,emotion,target,norm_tweet
5568,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; &lt;Amen!&gt;,Negative emotion,1,rt best thing ive heard weekend quoti give ipad money relief dont need ipad ltamengt
5569,RT @mention Best thing I've heard this wknd @mention #SXSW &quot;I gave my iPad 2 money 2 #Japan relief. I don't need iPad 2&quot;(@mention @mention),Negative emotion,1,rt best thing ive heard wknd quoti give ipad money relief dont need ipad
5572,RT @mention Better get in line now. RT @mention Apple is opening up a temp store in downtown Austin for #SXSW &amp; iPad 2 launch {link},Positive emotion,0,rt well get line rt apple open temp store downtown austin amp ipad launch link
5575,RT @mention Biomimicry as the basis of design and problem solving. Google studying flocking and swarming behavior to understand collab. Brilliant. #sxsw,Positive emotion,0,rt biomimicry basis design problem solve google study flock swarm behavior understand collab brilliant
5577,RT @mention Blogger is about due for an update... Google takes action and will showcase the new design at #SXSW {link},Positive emotion,0,rt blogger due update google take action showcase new design link
5580,iPad 2's on both sides of me. I just want to hold them. Please? Pretty please? #geekout #sxsw,Positive emotion,0,ipad side want hold please pretty please
5581,"RT @mention Bounced over to catch Google's Marissa Mayer speak. Always admired her - intelligent, classy, successful. #sxsw",Positive emotion,0,rt bounce catch google marissa mayer speak always admire intelligent classy successful
5582,"RT @mention Brilliant move by Apple: before it even begins, Apple wins #SXSW {link}",Positive emotion,0,rt brilliant move apple even begin apple win link
5583,RT @mention Brought up how Google Maps had rerouted all images of JCPenney to images of Macys or trashy restraunts. They had no comment #uosxsw #sxsw,Negative emotion,1,rt bring google map rerouted image jcpenney image macys trashy restraunts comment
5586,"RT @mention Buying iPad2? Turn in ur iPad1, Apple store wipes it clean, donates to schools. Mrs. Jobs idea. #Apple #iPad2 #SXSW",Positive emotion,0,rt buy turn ur apple store wipe clean donates school mrs job idea
5597,RT @mention Can't wait anymore!!! :)) &quot;Google to Launch Major New Social Network Called Circles&quot; (via @mention {link} #google #circles #sxsw,Positive emotion,0,rt cant wait anymore quotgoogle launch major new social network call circlesquot link
5598,RT @mention Can't wait to see the internet implode in Austin on Friday when everyone stops all normal activity to order an iPad 2 #sxsw,Positive emotion,0,rt cant wait see internet implode austin friday everyone stop normal activity order ipad
5605,RT @mention Check out Lightbox.com at the Team Android Choice Awards finalists announced at #sxsw @mention and team rock!,Positive emotion,0,rt check lightboxcom team android choice award finalist announce team rock
5607,RT @mention Check out the {link} site - download the iPhone app and get ready for SXSW (special Q&amp;A stream) #SXSW,Positive emotion,0,rt check link site download iphone app get ready sxsw special qampa stream
5609,RT @mention Check out the #dokobots game from @mention for iPhone and Android.  Seems pretty cool. #geogames #SXSW #tmsxsw,Positive emotion,0,rt check game iphone android seem pretty cool
5611,RT @mention Check out the FREE @mention Sampler on iTunes! {link} #SXSW,Positive emotion,0,rt check free sampler itunes link
5613,RT @mention Check out the new @mention app {link} - this is gonna be HUGE next week at #sxsw and beyond.,Positive emotion,0,rt check new app link gon huge next week
5614,"RT @mention Check out this new #android app #bizzy, we're using it to check out #sxsw {link}",Positive emotion,0,rt check new app use check link
5616,RT @mention Checking out the Apple pop up store. Looking fwd to checking out the iPad 2. #sxsw #mosaicxm MK {link},Positive emotion,0,rt check apple pop store look fwd check ipad mk link
5620,"So @mention claims Android phones were everywhere at last year's #SXSW. Dude, the iOS to Android ratio is like 15-to-1. iPhone 4 is everywhere",Positive emotion,0,claim android phone everywhere last year dude ios android ratio iphone everywhere
5628,RT @mention Come celebrate w/ Charity Water tonight! (Google is throwin the party). Jump start your #sxsw week off right! studentsforcleanwater.org/rsvp,Positive emotion,0,rt come celebrate w charity water tonight google throwin party jump start week right studentsforcleanwaterorgrsvp
5632,"RT @mention Come party down with @mention &amp; Google tonight at #sxsw: {link} Bands, food, art, interactive maps!",Positive emotion,0,rt come party amp google tonight link band food art interactive map
5641,RT @mention Congrats to @mention for winning the Ipad 2 raffled at the #SmileyParty. Check your inbox for details! #sxsw,Positive emotion,0,rt congrats win ipad raffle check inbox detail
5643,RT @mention Cool! Apple to open temporary store at SXSW {link} #sxsw,Positive emotion,0,rt cool apple open temporary store sxsw link
5644,RT @mention Cool! Apple to open temporary store at SXSW {link} #sxsw now peer pressure will make me buy iPad2,Positive emotion,0,rt cool apple open temporary store sxsw link peer pressure make buy
5646,RT @mention Could a game improve ecodriving habits? RT @mention ÛÏ35 million miles a day are driven while being Google Maps Navigation assisted.&quot;#sxsw,Positive emotion,0,rt game improve ecodriving habit rt mile day drive google map navigation assistedquot
5650,"RT @mention Cunning Apple, keeping the #iPad2 popup store open late next to #sxsw parties for impulsive latÛ_ (cont) {link}",Positive emotion,0,rt cunning apple keep popup store open late next party impulsive lat cont link
5655,RT @mention Dawn's iPad App of the Week is up early to help you prep for #SXSW: {link},Positive emotion,0,rt dawn ipad app week early help prep link
5659,"RT @mention Decided to go to LA instead of #SXSW, because my AT&amp;T iPhone would be about as useful as a brick in Austin.",Negative emotion,1,rt decide go la instead atampt iphone useful brick austin
5660,RT @mention Deleting the #sxsw iPhone app!  {link},Negative emotion,1,rt delete iphone app link
5661,"RT @mention DELICIOUSLY IRONIC GOOGLE PRIVACY PARTY MADE WHOLE BY &quot;BANKING CARTEL, MILITARY-SCIENTIFIC DICTATORSHIP TAKEOVER&quot; CAB RANT! #SXSW",Negative emotion,1,rt deliciously ironic google privacy party make whole quotbanking cartel militaryscientific dictatorship takeoverquot cab rant
5666,"RT @mention Details for the iPad 2 giveaway coming tonight, RT this! #SXSW #sxswi",Positive emotion,0,rt detail ipad giveaway come tonight rt
5667,"RT @mention Details for the iPad 2 giveaway coming tonight, RT this! #SXSW #sxswi - What about folks NOT at SXSW?",Positive emotion,0,rt detail ipad giveaway come tonight rt folk sxsw
5670,"RT @mention deviantART buys 3 iPad 2's in Austin, tests Muro drawing, it's super fast!! #deviantART #SXSW {link}",Positive emotion,0,rt deviantart buy ipad austin test muro draw super fast link
5671,"RT @mention deviantART buys 3 iPad 2's in Austin, tests Muro drawing, it's super fast!! #deviantART #SXSW httÛ_ (cont) {link}",Positive emotion,0,rt deviantart buy ipad austin test muro draw super fast htt cont link
5677,"RT @mention Diller on Google TV: &quot;The first product wasn't good. It wasn't a consumer product, basically.&quot; #sxsw #diller",Negative emotion,1,rt diller google tv quotthe first product wasnt good wasnt consumer product basicallyquot
5685,"RT @mention Don't worry you guys, found an iPhone charger. WHAT'S THE DEAL WITH HIPSTERS AND BEARDS, RIGHT?!?! #sxsw",Positive emotion,0,rt dont worry guy find iphone charger whats deal hipster beard right
5687,RT @mention Download @mention new Austin iPhone app for free during SXSW {link} (thanks for the tip @mention #sxsw,Positive emotion,0,rt download new iphone app free sxsw link thanks tip
5699,RT @mention Enjoying the #sxsw California (Hollywood + Silicon Valley) meets NYC in sunny Austin by-the-pool with cowboy boots + iPad vibe. #sxswi,Positive emotion,0,rt enjoy california hollywood silicon valley meet nyc sunny austin bythepool cowboy boot ipad vibe
5700,RT @mention Epic. There's just one guy waiting in line for the iPad 2 in Austin at SXSW. {link} #sxsw #ipad #ipad2,Negative emotion,1,rt epic theres guy wait line ipad austin sxsw link
5701,"RT @mention Epicurious, flipboard, CNN, wired, and MOMA as examples of good iPad design #SXSW  {link}",Positive emotion,0,rt epicurious flipboard cnn wire moma example good ipad design link
5702,RT @mention Even security guards in Austin enjoy iPad time. #SXSW (cc @mention {link},Positive emotion,0,rt even security guard austin enjoy ipad time cc link
5707,RT @mention Excited to know more about Google Circles. Lucky folks at SXSW to be the first to see? Possible launch today: {link} #sxsw,Positive emotion,0,rt excite know google circle lucky folk sxsw first see possible launch today link
5708,"RT @mention Excited to see this! RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Positive emotion,0,rt excite see rt google launch major new social network call circle possibly today link
5709,RT @mention Facebook Killers - Google Circles to be Announced at SXSW Interactive Festival {link} #google #sxsw,Positive emotion,0,rt facebook killer google circle announce sxsw interactive festival link
5710,RT @mention Fail Whale artist @mention living through the iPad 2 #sxsw {link},Positive emotion,0,rt fail whale artist live ipad link
5711,"RT @mention False Alarm: Google Circles Not Coming Now, And Probably Not Ever {link} - so much for reports that it would unveil at #sxsw",Negative emotion,1,rt false alarm google circle come probably ever link much report unveil
5715,"RT @mention Fest tip-don't be an iPhone douche.Put away your phone and talk to your fellow festgoers in lines, etc.All good people who love film. #sxsw",Negative emotion,1,rt fest tipdont iphone doucheput away phone talk festgoers line etcall good people love film
5717,RT @mention Filming with the iPad is so much cooler than a lame iPhone... #sxsw (at @mention live show)  {link},Positive emotion,0,rt film ipad much cooler lame iphone live show link
5718,"RT @mention Finally fed up with #AngryBirds, Julian screamed &quot;I got your no-fly zone right here, pigfucker!&quot; and threw his iPad at some kid. #sxsw",Negative emotion,1,rt finally feed julian scream quoti get nofly zone right pigfuckerquot throw ipad kid
5720,RT @mention First day the exhibit hall is open at #SXSW! Stop by the #EMC booth to enter to win an iPad 2! @mention,Positive emotion,0,rt first day exhibit hall open stop booth enter win ipad
5722,RT @mention First person to stop by our booth at SXSW &amp; show me their iPad 2 running one if our apps wins a free SnakeHeead Tee Shirt #SXSW,Positive emotion,0,rt first person stop booth sxsw amp show ipad run apps win free snakeheead tee shirt
